provider_location_guid,loc_name,loc_admin_street1,loc_admin_street2,loc_admin_city,loc_admin_state,loc_admin_zip,web_address,loc_phone,latitude,longitude,count
0315af42-81cf-4d23-8934-88e91490b717,"CVS Pharmacy, Inc. #16762",8800 WHITTIER BLVD,NA,PICO RIVERA,CA,90660,https://www.cvs.com/store-locator/details-directions/016762,(562) 949-6133,34.000675,-118.086846,1
0317ad43-7478-44a7-a5aa-23fb95008599,Walgreens Co. #5773,11800 ARTESIA BLVD,-,ARTESIA,CA,90701-4003,https://www.walgreens.com,562-924-7718,33.872205,-118.081587,1
031c1187-02de-4bfb-9bfa-6e8329b6262e,Rite Aid #RA106344,1421 EAST WASHINGTON BLVD,NA,PASADENA,CA,91104-2650,https://www.riteaid.com,626-296-0245,34.169513,-118.120772,2
031de365-ccd5-42dc-9df2-83f1910b7d02,"Central City Community Health Center, Inc. - Stanton",12116 Beach Blvd;,NA,Stanton,CA,90680,https://centralcityhealth.org/,(714) 898-2222,33.786532,-117.992045,1
03217962-8bb1-483e-970f-fca914bdff4a,"CVS Pharmacy, Inc. #09912",32575 GOLDEN LANTERN ST,NA,DANA POINT,CA,92629,https://www.cvs.com/store-locator/details-directions/009912,(949) 248-4803,33.48958,-117.699674,1
03317904-71ba-4d14-bac5-3568c0648497,"CVS Pharmacy, Inc. #09851",130 N GRAND AVE,NA,GLENDORA,CA,91741,https://www.cvs.com/store-locator/details-directions/009851,(626) 963-0385,34.136954,-117.870611,1
033bf578-f378-4aad-b741-2e6ad3b1a09a,VONS PHARMACY #1962,29530 RANCHO CALIFORNIA ROAD,NA,Temecula,CA,92591,https://www.vons.com/vaccinations/home,951-695-7273,33.505168,-117.147891,2
033fe778-4efc-402a-995c-40e54930260b,"CVS Pharmacy, Inc. #10810",505 #B BEAR MOUNTAIN BLVD,NA,ARVIN,CA,93203,https://www.cvs.com/store-locator/details-directions/010810,(661) 854-3187,35.208702,-118.829934,1
03440286-125a-4b59-b1ef-46dbedf52460,"CVS Pharmacy, Inc. #16069",43525 10TH ST W,NA,LANCASTER,CA,93534,https://www.cvs.com/store-locator/details-directions/016069,(661) 674-3126,34.673054,-118.149023,1
034739a2-f11d-47dc-83ef-ff67cb414227,"CVS Pharmacy, Inc. #09171",2900 STANDIFORD AVE,NA,MODESTO,CA,95350,https://www.cvs.com/store-locator/details-directions/009171,(209) 522-1093,37.684553,-121.049766,1
0348d899-7da0-4e8c-aff4-6cc8defa7d02,"CVS Pharmacy, Inc. #09172",11 EL CAMINO REAL,NA,SAN CARLOS,CA,94070,https://www.cvs.com/store-locator/details-directions/009172,(650) 595-8511,37.51366,-122.267427,1
034e07da-ee68-428f-b2fd-b0211d309e23,"CVS Pharmacy, Inc. #09958",5090 FOOTHILLS BLVD,NA,ROSEVILLE,CA,95747,https://www.cvs.com/store-locator/details-directions/009958,(916) 783-1355,38.760862,-121.311267,1
03551a64-0e63-4f30-b96e-a3f8d61f71e2,"CVS Pharmacy, Inc. #09512",15466 WHITTIER BLVD.,NA,WHITTIER,CA,90603,https://www.cvs.com/store-locator/details-directions/009512,(562) 943-9303,33.942752,-117.993905,1
03560339-d59f-41ac-83b5-caeac250b990,Walgreens Co. #12549,2040 E MARIPOSA RD,-,STOCKTON,CA,95205-7736,https://www.walgreens.com,209-465-4167,37.938916,-121.243053,2
035efe3f-6f87-4927-80a6-c1e27b0660c9,Kedren Acute Inpatient Psychiatric Hospital,4211 Avalon Blvd,NA,Los Angeles,CA,90011,NA,8326873242,34.00734,-118.265464,4
036f847f-cf85-443d-a7cd-3e31954d6ede,A1CARE PHARMACY #MS1005847,2001 E 4TH STREET,SUITE 112,SANTA ANA,CA,92705,http://www.a1caremeds.com,(714) 541-3900,33.748465,-117.838465,3
038a3dde-fff0-4116-abf0-75baad6d3ce9,Costco Wholesale Corporation #447,18649 VIA PRINCESSA,NA,SANTA CLARITA,CA,91387,https://www.costco.com/pharmacy/adult-immunization-program.html,6612502845,34.404608,-118.46176,2
038a91aa-c99a-4781-8c73-545ceacfd508,Rite Aid #RA106400,3105 RANCHO VISTA BOULEVARD,NA,PALMDALE,CA,93551-4822,https://www.riteaid.com,661-538-1601,34.603539,-118.185552,2
0390e552-fbe0-4634-8dc2-8aa55ae1c348,"CVS Pharmacy, Inc. #09945",800 FIRST ST.,NA,GILROY,CA,95020,https://www.cvs.com/store-locator/details-directions/009945,(408) 842-0373,37.013215,-121.587078,2
039185e5-00dd-40a1-bfde-e347badaf235,Express Pharmacy #7,3400 Calloway Dr ste 302;,NA,Bakersfield,CA,93312,NA,(661) 829-7870,35.391778,-119.108622,4
03929c95-f3ed-42cf-bb5f-f02b1475046c,Walgreens Co. #9955,995 SPERRY AVE,-,PATTERSON,CA,95363-9262,https://www.walgreens.com,209-894-3700,37.464878,-121.14034,1
03ad2eaf-4cef-4f3b-94c8-025879ec130d,Walgreens Co. #6976,37160 47TH ST E,-,PALMDALE,CA,93552-4450,https://www.walgreens.com,661-236-0015,34.557459,-118.044498,2
03b29745-d5df-4afb-914f-dd1cfe5fcd50,Rite Aid #RA105672,806 RAMSEY STREET,NA,BANNING,CA,92220-4478,https://www.riteaid.com,951-849-8614,33.924905,-116.886341,2
03cd1c1f-cbec-4851-98d1-80c78165fe02,Rite Aid #RA105433,1001 S GLENDON AVENUE,NA,LOS ANGELES,CA,90024-0000,https://www.riteaid.com,310-209-0708,34.062337,-118.444349,1
03d91539-5240-464d-95af-530dbbda80f5,"CVS Pharmacy, Inc. #03055",38012 47TH STREET EAST,NA,PALMDALE,CA,93552,https://www.cvs.com/store-locator/details-directions/003055,(661) 285-1681,34.573384,-118.044086,1
03d95bd6-ed26-429e-990f-a2ef89294f6c,Walgreens Co. #15025,2190 SHATTUCK AVE,-,BERKELEY,CA,94704-1307,https://www.walgreens.com,510-849-4691,37.869482,-122.268668,1
03f62ee4-ace8-48a4-8a8b-26b3e76ab850,San Rafael Community Clinic,647 E ARROW HWY,NA,AZUSA,CA,91702,NA,6268585199,34.107652,-117.897975,1
03f66fd8-02ed-4004-9554-4059174f1d4b,PREFERRED PHARMACY,1601 North Imperial Avenue,NA,El Centro,CA,92243,NA,7605924650,32.807677,-115.569172,1
03fea9d5-216a-4ae1-a004-4b6889bf274a,Walgreens Co. #4382,795 E FOOTHILL BLVD,-,POMONA,CA,91767-1223,https://www.walgreens.com,909-624-3017,34.107481,-117.737292,2
04210fa4-6291-496e-b18d-f52789d955e2,Rite Aid #RA105490,2412 PICO BOULEVARD,NA,SANTA MONICA,CA,90405-1827,https://www.riteaid.com,310-450-7624,34.022192,-118.463882,2
0424c285-f1c0-4b98-b625-8d194bc20a97,Sams Club #10-6621,904 Pleasant Grove Blvd,NA,Roseville,CA,95678-6126,https://www.samsclub.com/club/6621,9167818160,38.786044,-121.288743,2
0431dcd1-0d18-4ba5-8f3c-012bf905f577,Walmart Inc #10-2609,2770 Carson St,NA,Lakewood,CA,90712-4011,https://www.walmart.com/store/2609,5624296239,33.830677,-118.158707,2
044325d6-4661-4977-9350-c2ed353c43cc,Walmart Inc #10-3650,1739 S Victoria Ave,NA,Ventura,CA,93003-6503,https://www.walmart.com/store/3650,8056655560,34.258085,-119.213008,3
047559e3-3860-429a-a3cb-d2af4cd5137b,"LIFETIME VALUE PHARMACY III, INC. #564808",301 E. 17TH ST,NA,SANTA ANA,CA,92706,http://www.lifetimevaluepharmacy.com,(714) 862-2470,33.760295,-117.86498,3
047c9134-7d69-445b-9477-c38f3d7045de,"CVS Pharmacy, Inc. #09862",257 MOUNT HERMON RD,NA,SCOTTS VALLEY,CA,95066,https://www.cvs.com/store-locator/details-directions/009862,(831) 438-5920,37.046579,-122.032021,2
04954fa3-b565-4fd3-a136-a9c4add33276,"CVS Pharmacy, Inc. #08866",1706 OCEANSIDE BLVD,NA,OCEANSIDE,CA,92054,https://www.cvs.com/store-locator/details-directions/008866,(760) 721-2433,33.19267,-117.360087,1
04b36a8d-0730-4546-ac77-2b8ff4355ff6,SAV-ON PHARMACY #1165,2291 W MALVERN AVE,NA,Fullerton,CA,92833,https://www.albertsons.com/vaccinations/home,714-992-6739,33.878517,-117.966056,2
04b7ea2c-0787-45a6-ba24-ff06d9324a04,Kaiser NC - Discharge Pharmacy,1600 Eureka Rd;,NA,Roseville,CA,95661,https://healthy.kaiserpermanente.org/northern-california/health-wellness/coronavirus-information/vaccine-appointments,(866) 454-8855,38.745633,-121.248948,2
04c4f72a-83a9-4ddb-b473-6079ba70bf4c,"CVS Pharmacy, Inc. #16082",3405 MCHENRY AVE,NA,MODESTO,CA,95350,https://www.cvs.com/store-locator/details-directions/016082,(209) 523-6210,37.68754,-120.996415,1
04d8dfb6-5c63-4ab4-9a87-8b9d2dc498eb,San Bernardino Health Center,1873 Commercenter W;,NA,San Bernardino,CA,92408,https://www.plannedparenthood.org/planned-parenthood-orange-san-bernardino,(714) 922-4100,34.067799,-117.285647,1
04ed30c2-3add-47ba-bdc7-bbdaa805c551,LIVE WELL PHARMACY,15871 POMONA RINCON RD STE 110,NA,CHINO HILLS,CA,91709,https://healthmartcovidvaccine.com,909-325-2211,33.96514,-117.690997,4
04f1bf92-ede0-4227-b68e-f58e47ba6d3c,"CVS Pharmacy, Inc. #09790",4440 ALAMO STREET,NA,SIMI VALLEY,CA,93063,https://www.cvs.com/store-locator/details-directions/009790,(805) 522-3120,34.285384,-118.708415,1
04fc732f-cef9-4b1b-9496-2ddf1e7afa6b,VONS PHARMACY #2861,600 E. Broadway,NA,Long Beach,CA,90802,https://www.vons.com/vaccinations/home,562-437-5162,33.768936,-118.184415,2
0519cbff-9baa-479d-bfe0-254d8c99757a,Costco Wholesale Corporation #420,2001 EAST VENTURA BLVD,NA,OXNARD,CA,93030,https://www.costco.com/pharmacy/adult-immunization-program.html,8059836344,34.225122,-119.148229,2
05293fe2-f548-4a66-92fa-9df87cd657da,"CVS Pharmacy, Inc. #16084",3150 W SHAW AVE,NA,FRESNO,CA,93711,https://www.cvs.com/store-locator/details-directions/016084,(559) 276-8926,36.809728,-119.847872,1
0544cf34-d528-41fd-9e27-fd913cfad059,Walgreens Co. #6127,30251 MURRIETA RD,-,MENIFEE,CA,92584-8385,https://www.walgreens.com,951-244-7210,33.684391,-117.206669,1
054caa00-01b3-4c60-8ec1-3848731d3743,Rite Aid #RA105717,"5225 CANYON CREST DRIVE, #8",NA,RIVERSIDE,CA,92507-6301,https://www.riteaid.com,951-686-2203,33.956001,-117.330476,2
055406d7-b9ed-4618-9ca9-a29fd91f66f5,The Prescription Center #5642675,9730 Wilshire Boulevard,NA,Beverly Hills,CA,90212,http://bit.ly/Rxcovid,(000) 000-0000,34.066853,-118.407502,1
056e2a1e-7d45-4848-b9a7-c6cff4be21b9,"CVS Pharmacy, Inc. #03066",8351 ELK GROVE FLORIN RD,NA,SACRAMENTO,CA,95829,https://www.cvs.com/store-locator/details-directions/003066,(916) 681-7913,38.454354,-121.370066,1
05792029-ae47-43de-a7d5-f10ce8efbac7,UrgentCare3D - Orange,396 S Main St; Ste  #101,NA,Orange,CA,92868,http://www.urgentcare3d.com,(714) 450-6580,33.782475,-117.868373,2
0587fbe5-7436-45f4-922f-6f8223998b81,Rite Aid #RA105670,82451-C HIGHWAY 111,NA,INDIO,CA,92201-5653,https://www.riteaid.com,760-342-7076,33.714208,-116.225847,2
05956f43-7cbf-4678-b4f4-ddd41d951768,Rite Aid #RA105430,446 EAST WASHINGTON BLVD.,NA,LOS ANGELES,CA,90015-3721,https://www.riteaid.com,213-747-9581,34.028338,-118.260675,2
05976687-ea20-4466-9e9f-5fa25a7e6d95,"CVS Pharmacy, Inc. #05422",5180 E. KINGS CANYON ROAD,NA,FRESNO,CA,93727,https://www.cvs.com/store-locator/details-directions/005422,(559) 255-9009,36.734843,-119.719119,1
059ff8dd-5daf-48ad-a8e4-e7def0d735e8,VONS PHARMACY #2692,2938 Tapo Canyon Road,NA,Simi Valley,CA,93063,https://www.vons.com/vaccinations/home,805-426-6040,34.288564,-118.715609,3
05c0e52a-a79c-4816-9df2-c5cad259a96a,Rite Aid #RA106353,432 NORTH MAIN STREET,NA,ALTURAS,CA,96101-3458,https://www.riteaid.com,530-233-3113,41.488127,-120.541888,2
05c2084d-80c3-44b4-ac45-7aa5a11845dd,RELIABLE PHARMACY,18350 Roscoe blvd #102,NA,Northridge,CA,91325,NA,8188857722,34.220345,-118.53418,1
05cc2aba-e2f7-447e-b769-e400893b8b5d,"CVS Pharmacy, Inc. #00387",3949 PORTOLA PKWY.,NA,IRVINE,CA,92602,https://www.cvs.com/store-locator/details-directions/000387,(714) 508-7527,33.734041,-117.75961,1
05db1dea-8ceb-43ad-8eb9-81d977e2c2fe,EDCHC Placerville,4327 Golden Center Dr,NA,Placerville,CA,95667,https://www.edcchc.org/covid-19,(530) 621-7700,38.706575,-120.827417,3
06083999-ce9c-4af4-8f62-ca18af7f45a6,"CVS Pharmacy, Inc. #17707","4255 CAMPUS DRIVE, SUITE A150",NA,IRVINE,CA,92612,https://www.cvs.com/store-locator/details-directions/017707,(949) 509-9840,33.649597,-117.838927,1
06174754-fb8c-46cb-a965-61a509a8ce37,VICTORIA L SANCHEZ MD FAAP INC,9604 E Artesia Blvd Ste 202,NA,Bellflower,CA,90706,NA,(562) 925-2625,33.874591,-118.128772,1
0618019a-811d-48f1-8f43-31cb5cc9532f,SCMC - Van Nuys,14550 HAYNES ST,NA,Van Nuys,CA,91411,NA,8186506700,34.189532,-118.450682,2
061c070b-c729-4331-b7cf-f1bcecff4e0e,"CVS Pharmacy, Inc. #09501",2655 SANTA ANA STREET,NA,SOUTH GATE,CA,90280,https://www.cvs.com/store-locator/details-directions/009501,(323) 582-5601,33.964861,-118.223149,1
061d4e4e-fd91-4d8d-b316-6bd4c9dfe5dc,town pharmacy,3403 Watt Avenue,NA,Sacramento,CA,95821,http://www.townprx.com,(916) 836-4000,38.627115,-121.383834,3
0621eb3b-753b-449a-afbe-f6343ba4c258,Walgreens Co. #6516,5467 WILSHIRE BLVD,-,LOS ANGELES,CA,90036-4219,https://www.walgreens.com,323-525-0646,34.062631,-118.347935,1
067627ef-3211-4ab1-a9af-a3371ae9b935,986 Pharmacy,2001 SANTA MONICA BLVD STE 100W;,NA,SANTA MONICA,CA,90404,http://www.986pharmacy.com,(310) 496-7555,34.029054,-118.479964,3
067cb95f-8972-447c-bb0a-6a2c340402f6,Rite Aid #RA105757,19701 YORBA LINDA BOULEVARD,NA,YORBA LINDA,CA,92886-3532,https://www.riteaid.com,714-970-7666,33.889581,-117.791941,2
06827c3e-9df4-48a0-ad86-94d2cc8f5974,"CVS Pharmacy, Inc. #09777",1240 EAST YORBA LINDA BOULEVARD,NA,PLACENTIA,CA,92870,https://www.cvs.com/store-locator/details-directions/009777,(714) 996-7050,33.887436,-117.840437,1
